level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,bottom,right,label
5,1,5,1,2,2,347,151,60,18,84,6363,169,407,0.0
5,1,5,1,2,3,463,150,1,12,46,|,162,464,0.0
5,1,5,1,2,4,494,140,13,39,46,—,179,507,0.0
5,1,5,1,2,5,523,148,43,23,0,RATE,171,566,0.0
5,1,5,1,2,6,572,144,59,28,0,SYEPER,172,631,0.0
5,1,5,1,2,7,640,161,16,11,57,oy,172,656,0.0
3,1,5,2,0,0,48,166,1546,73,-1,,239,1594,0.0
4,1,5,2,1,0,48,166,1546,49,-1,,215,1594,0.0
5,1,5,2,1,1,48,193,2,5,46,|,198,50,0.0
5,1,5,2,1,2,120,168,23,16,40,Ne,184,143,0.0
5,1,5,2,1,3,151,168,142,16,0,bUDOCUMENT,184,293,0.0
5,1,5,2,1,4,506,166,100,49,0,mia/ad/,215,606,0.0
5,1,5,2,1,5,612,166,31,49,35,yy,215,643,0.0
5,1,5,2,1,6,784,185,29,21,89,24,206,813,0.0
5,1,5,2,1,7,824,184,77,23,89,HOUR,207,901,0.0
5,1,5,2,1,8,920,185,107,21,73,NUMBER,206,1027,0.0
5,1,5,2,1,9,1043,183,214,21,32,(613]996-6666,204,1257,0.0
5,1,5,2,1,10,1295,198,6,2,73,-,200,1301,0.0
5,1,5,2,1,11,1313,186,120,22,96,NUMERO,208,1433,0.0
5,1,5,2,1,12,1443,187,29,21,96,24,208,1472,0.0
5,1,5,2,1,13,1483,186,111,23,96,HEURES,209,1594,0.0
4,1,5,2,2,0,133,211,1224,28,-1,,239,1357,0.0
5,1,5,2,2,1,133,211,109,19,96,0362418,230,242,1.0
5,1,5,2,2,2,264,212,93,19,96,10/006,231,357,0.0
5,1,5,2,2,3,512,212,128,21,96,10/07/24,233,640,2.0
5,1,5,2,2,4,1030,210,146,28,86,‘COLLECT,238,1176,0.0
5,1,5,2,2,5,1164,206,17,37,91,-,243,1181,0.0
5,1,5,2,2,6,1192,217,72,22,91,FRAIS,239,1264,0.0
5,1,5,2,2,7,1278,217,79,22,91,VIRES,239,1357,0.0
3,1,5,3,0,0,47,226,1550,43,-1,,269,1597,0.0
4,1,5,3,1,0,47,226,1550,43,-1,,269,1597,0.0
5,1,5,3,1,1,47,230,2,12,52,|,242,49,0.0
5,1,5,3,1,2,62,226,184,39,43,CONSIGNEE;CUSTOMER,265,246,0.0
5,1,5,3,1,3,260,244,7,12,73,-,256,267,0.0
5,1,5,3,1,4,274,236,183,30,92,DESTINATAIRE/CLIENT,266,457,0.0
5,1,5,3,1,5,672,241,30,26,23,Roo,267,702,0.0
5,1,5,3,1,6,700,241,148,26,0,eyaaeeNent,267,848,0.0
5,1,5,3,1,7,832,237,12,34,91,|,271,844,0.0
5,1,5,3,1,8,847,242,111,18,92,CONSIGNOR,260,958,0.0
5,1,5,3,1,9,951,237,9,34,92,-,271,960,0.0
5,1,5,3,1,10,965,243,105,17,22,EXPEDITEUR,260,1070,0.0
5,1,5,3,1,11,1433,244,4,2,30,|,246,1437,0.0
5,1,5,3,1,12,1448,244,149,25,5,nora,269,1597,0.0
3,1,5,4,0,0,47,270,1563,88,-1,,358,1610,0.0
4,1,5,4,1,0,47,270,1527,25,-1,,295,1574,0.0
5,1,5,4,1,1,47,270,1,22,91,|,292,48,0.0
5,1,5,4,1,2,131,274,79,17,91,PETRO,291,210,0.0
5,1,5,4,1,3,228,274,99,17,96,CANADA,291,327,0.0
5,1,5,4,1,4,344,274,164,18,95,LUBRICANTS,292,508,0.0
5,1,5,4,1,5,529,275,45,17,96,INC,292,574,0.0
5,1,5,4,1,6,662,273,176,20,93,0005064508,293,838,0.0
5,1,5,4,1,7,845,276,97,18,11,|SUNCOR,294,942,0.0
5,1,5,4,1,8,961,276,98,18,95,ENERGY,294,1059,0.0
5,1,5,4,1,9,1077,276,131,18,96,MONTREAL,294,1208,0.0
5,1,5,4,1,10,1463,276,111,19,96,0082041,295,1574,0.0
4,1,5,4,2,0,131,302,1479,23,-1,,325,1610,0.0
5,1,5,4,2,1,131,304,61,17,89,PCLI,321,192,0.0
5,1,5,4,2,2,213,312,11,2,90,-,314,224,0.0
5,1,5,4,2,3,245,304,96,21,96,QUEBEC,325,341,0.0
5,1,5,4,2,4,362,304,44,18,96,302,322,406,0.0
5,1,5,4,2,5,662,302,161,21,84,0009406423,323,823,0.0
5,1,5,4,2,6,845,306,78,17,84,11675,323,923,0.0
5,1,5,4,2,7,944,310,48,14,96,rue,324,992,0.0
5,1,5,4,2,8,1012,306,163,18,95,Sherbrooke,324,1175,0.0
5,1,5,4,2,9,1194,308,46,16,96,est,324,1240,0.0
5,1,5,4,2,10,1546,304,64,1,0,oO,305,1610,0.0
4,1,5,4,3,0,131,333,1342,25,-1,,358,1473,0.0
5,1,5,4,3,1,131,333,44,18,96,385,351,175,0.0
5,1,5,4,3,2,197,334,145,18,96,SOUTHDOWN,352,342,0.0
5,1,5,4,3,3,361,335,64,17,96,ROAD,352,425,0.0
5,1,5,4,3,4,842,336,143,21,96,"Montreal,",357,985,0.0
5,1,5,4,3,5,1011,338,30,20,87,QC,358,1041,0.0
5,1,5,4,3,6,1061,337,48,17,87,H1B,354,1109,0.0
5,1,5,4,3,7,1129,337,43,18,40,103,355,1172,0.0
5,1,5,4,3,8,1267,337,68,20,75,(613),357,1335,0.0
5,1,5,4,3,9,1349,338,124,17,75,996-6666,355,1473,0.0
2,1,6,0,0,0,129,364,376,20,-1,,384,505,0.0
3,1,6,1,0,0,129,364,376,20,-1,,384,505,0.0
4,1,6,1,1,0,129,364,376,20,-1,,384,505,0.0
5,1,6,1,1,1,129,364,190,20,96,"MISSISSAUGA,",384,319,0.0
5,1,6,1,1,2,344,365,32,17,94,ON,382,376,0.0
5,1,6,1,1,3,394,364,48,18,91,LSJ,382,442,0.0
5,1,6,1,1,4,461,364,44,18,60,2Y¥3,382,505,0.0
2,1,7,0,0,0,261,394,831,48,-1,,442,1092,0.0
3,1,7,1,0,0,261,394,831,48,-1,,442,1092,0.0
4,1,7,1,1,0,285,394,807,24,-1,,418,1092,0.0
5,1,7,1,1,1,285,412,21,2,33,__,414,306,0.0
5,1,7,1,1,2,384,413,51,1,0,ee,414,435,0.0
5,1,7,1,1,3,835,394,124,24,52,Yannick,418,959,0.0
5,1,7,1,1,4,976,395,116,19,96,Mercier,414,1092,0.0
4,1,7,1,2,0,261,416,568,13,-1,,429,829,0.0
5,1,7,1,2,1,261,416,62,11,93,RELEASE,427,323,0.0
5,1,7,1,2,2,328,416,48,13,79,(C-of-A),429,376,0.0
5,1,7,1,2,3,381,416,59,11,66,NUMBER,427,440,0.0
5,1,7,1,2,4,552,417,77,11,96,CUSTOMER,428,629,0.0
5,1,7,1,2,5,635,417,76,11,96,PURCHASE,428,711,0.0
5,1,7,1,2,6,716,418,49,10,94,ORDER,428,765,0.0
5,1,7,1,2,7,770,418,59,11,57,NUMBER,429,829,0.0
4,1,7,1,3,0,602,431,190,11,-1,,442,792,0.0
5,1,7,1,3,1,602,431,16,10,95,No,441,618,0.0
5,1,7,1,3,2,623,431,17,11,83,OE,442,640,0.0
5,1,7,1,3,3,646,431,69,11,88,DEMANCE,442,715,0.0
5,1,7,1,3,4,720,432,18,10,96,DU,442,738,0.0
5,1,7,1,3,5,744,431,48,11,94,CLIENT,442,792,0.0
2,1,8,0,0,0,830,522,716,6,-1,,528,1546,0.0
3,1,8,1,0,0,830,522,716,6,-1,,528,1546,0.0
4,1,8,1,1,0,830,522,716,6,-1,,528,1546,0.0
5,1,8,1,1,1,830,522,716,6,95, ,528,1546,0.0
2,1,9,0,0,0,359,675,79,1,-1,,676,438,0.0
3,1,9,1,0,0,359,675,79,1,-1,,676,438,0.0
4,1,9,1,1,0,359,675,79,1,-1,,676,438,0.0
5,1,9,1,1,1,359,675,79,1,95, ,676,438,0.0
2,1,10,0,0,0,640,675,586,6,-1,,681,1226,0.0
3,1,10,1,0,0,640,675,586,6,-1,,681,1226,0.0
4,1,10,1,1,0,640,675,586,6,-1,,681,1226,0.0
5,1,10,1,1,1,640,675,586,6,95, ,681,1226,0.0
2,1,11,0,0,0,46,741,946,8,-1,,749,992,0.0
3,1,11,1,0,0,46,741,946,8,-1,,749,992,0.0
4,1,11,1,1,0,46,741,946,8,-1,,749,992,0.0
5,1,11,1,1,1,46,741,946,8,95, ,749,992,0.0
2,1,12,0,0,0,1180,749,58,1,-1,,750,1238,0.0
3,1,12,1,0,0,1180,749,58,1,-1,,750,1238,0.0
4,1,12,1,1,0,1180,749,58,1,-1,,750,1238,0.0
5,1,12,1,1,1,1180,749,58,1,95, ,750,1238,0.0
2,1,13,0,0,0,46,344,4,460,-1,,804,50,0.0
3,1,13,1,0,0,46,344,4,460,-1,,804,50,0.0
4,1,13,1,1,0,46,344,4,460,-1,,804,50,0.0
5,1,13,1,1,1,46,344,4,460,95, ,804,50,0.0
2,1,14,0,0,0,45,478,1568,332,-1,,810,1613,0.0
3,1,14,1,0,0,45,478,1568,332,-1,,810,1613,0.0
4,1,14,1,1,0,46,478,701,26,-1,,504,747,0.0
5,1,14,1,1,1,46,478,242,26,0,TCARRIER-TRANSPORTEUR,504,288,0.0
5,1,14,1,1,2,480,480,66,3,0,OO,483,546,0.0
5,1,14,1,1,3,715,482,32,1,0,_,483,747,0.0
4,1,14,1,2,0,129,515,1474,31,-1,,546,1603,0.0
5,1,14,1,2,1,129,515,48,17,96,GEO,532,177,0.0
5,1,14,1,2,2,194,515,16,17,96,A,532,210,0.0
5,1,14,1,2,3,227,516,64,16,96,HALL,532,291,0.0
5,1,14,1,2,4,561,515,111,19,23,9401535,534,672,0.0
5,1,14,1,2,5,718,531,70,13,0,Vesicte,544,788,0.0
5,1,14,1,2,6,794,524,70,21,36,NUMBER,545,864,0.0
5,1,14,1,2,7,907,532,70,13,66,LICENSE,545,977,0.0
5,1,14,1,2,8,983,532,71,14,72,NUMBER,546,1054,0.0
5,1,14,1,2,9,1116,526,78,20,96,ADDRESS,546,1194,0.0
5,1,14,1,2,10,1200,533,22,13,96,OF,546,1222,0.0
5,1,14,1,2,11,1228,533,57,13,96,METER,546,1285,0.0
5,1,14,1,2,12,1291,533,34,13,96,AND,546,1325,0.0
5,1,14,1,2,13,1331,533,67,13,86,TRADER,546,1398,0.0
5,1,14,1,2,14,1473,526,8,1,0,-,527,1481,0.0
5,1,14,1,2,15,1574,526,29,2,5,_,528,1603,0.0
4,1,14,1,3,0,131,544,1332,24,-1,,568,1463,0.0
5,1,14,1,3,1,131,544,61,18,93,8800,562,192,0.0
5,1,14,1,3,2,212,553,12,3,90,-,556,224,0.0
5,1,14,1,3,3,246,544,29,18,88,6E,562,275,0.0
5,1,14,1,3,4,294,546,147,18,89,CROISSANT,564,441,0.0
5,1,14,1,3,5,721,554,20,12,96,No,566,741,0.0
5,1,14,1,3,6,747,554,22,12,93,DU,566,769,0.0
5,1,14,1,3,7,775,554,82,13,92,VEHICULE,567,857,0.0
5,1,14,1,3,8,907,554,72,14,95,NOMBRE,568,979,0.0
5,1,14,1,3,9,985,554,21,14,93,OE,568,1006,0.0
5,1,14,1,3,10,1013,554,62,14,92,PERMIS,568,1075,0.0
5,1,14,1,3,11,1081,546,9,32,82,|,578,1090,0.0
5,1,14,1,3,12,1103,555,89,13,28,L'ADRESSE,568,1192,0.0
5,1,14,1,3,13,1198,555,22,13,96,DE,568,1220,0.0
5,1,14,1,3,14,1226,555,56,13,95,METRE,568,1282,0.0
5,1,14,1,3,15,1290,555,20,13,95,ET,568,1310,0.0
5,1,14,1,3,16,1316,555,20,13,93,DE,568,1336,0.0
5,1,14,1,3,17,1343,555,120,13,91,COMMERCANT,568,1463,0.0
4,1,14,1,4,0,128,570,1362,32,-1,,602,1490,0.0
5,1,14,1,4,1,128,570,81,32,94,ANJOU,602,209,0.0
5,1,14,1,4,2,460,598,3,1,36,7,599,463,0.0
5,1,14,1,4,3,579,598,83,1,1,ee,599,662,0.0
5,1,14,1,4,4,711,576,61,19,96,1136,595,772,0.0
5,1,14,1,4,5,1095,578,77,18,95,11675,596,1172,0.0
5,1,14,1,4,6,1193,583,48,13,95,rue,596,1241,0.0
5,1,14,1,4,7,1260,578,164,19,95,Sherbrooke,597,1424,0.0
5,1,14,1,4,8,1444,581,46,17,95,est,598,1490,0.0
4,1,14,1,5,0,129,600,1484,48,-1,,648,1613,0.0
5,1,14,1,5,1,129,605,48,19,35,HlJ,624,177,0.0
5,1,14,1,5,2,197,605,43,19,34,1Al1,624,240,0.0
5,1,14,1,5,3,460,622,1,22,95,|,644,461,0.0
5,1,14,1,5,4,476,604,31,26,0,GERI,630,507,0.0
5,1,14,1,5,5,520,605,12,25,21,eb,630,532,0.0
5,1,14,1,5,6,544,600,88,48,0,FéanseOmTE,648,632,0.0
5,1,14,1,5,7,640,606,13,24,14,se,630,653,0.0
5,1,14,1,5,8,710,608,63,18,95,1921,626,773,0.0
5,1,14,1,5,9,1092,609,142,21,96,"Montreal,",630,1234,0.0
5,1,14,1,5,10,1260,610,30,21,83,OC,631,1290,0.0
5,1,14,1,5,11,1309,609,49,19,85,H1B,628,1358,0.0
5,1,14,1,5,12,1378,610,44,18,63,1C3,628,1422,0.0
5,1,14,1,5,13,1612,621,1,11,96,|,632,1613,0.0
4,1,14,1,6,0,135,634,1171,25,-1,,659,1306,0.0
5,1,14,1,6,1,135,634,67,21,0,(514),655,202,0.0
5,1,14,1,6,2,213,634,126,19,0,352-5550,653,339,0.0
5,1,14,1,6,3,1099,638,68,21,85,(613),659,1167,0.0
5,1,14,1,6,4,1180,638,126,19,85,996-6666,657,1306,0.0
4,1,14,1,7,0,48,659,1562,24,-1,,683,1610,0.0
5,1,14,1,7,1,48,659,122,24,13,——————,683,170,0.0
5,1,14,1,7,2,299,675,56,1,74,—=,676,355,0.0
5,1,14,1,7,3,447,664,22,13,67,L,677,469,0.0
5,1,14,1,7,4,821,677,11,1,51,=,678,832,0.0
5,1,14,1,7,5,1265,679,2,2,66,.,681,1267,0.0
5,1,14,1,7,6,1392,679,218,2,15,———,681,1610,0.0
4,1,14,1,8,0,1112,686,154,15,-1,,701,1266,0.0
5,1,14,1,8,1,1112,686,1,6,69,|,692,1113,0.0
5,1,14,1,8,2,1145,687,93,14,73,MEASURED,701,1238,0.0
5,1,14,1,8,3,1265,686,1,10,82,|,696,1266,0.0
4,1,14,1,9,0,59,694,1521,31,-1,,725,1580,0.0
5,1,14,1,9,1,59,694,142,14,55,PRODUCTMETER,708,201,0.0
5,1,14,1,9,2,352,709,80,14,96,PRODUCT,723,432,0.0
5,1,14,1,9,3,438,710,112,13,92,DESCRIPTION,723,550,0.0
5,1,14,1,9,4,556,718,4,1,92,-,719,560,0.0
5,1,14,1,9,5,567,710,112,14,92,DESCRIPTION,724,679,0.0
5,1,14,1,9,6,685,711,22,13,96,DU,724,707,0.0
5,1,14,1,9,7,714,711,73,14,96,PRODUIT,725,787,0.0
5,1,14,1,9,8,1159,707,57,14,56,UTRES,721,1216,0.0
5,1,14,1,9,9,1290,699,104,14,62,CORRECTED,713,1394,0.0
5,1,14,1,9,10,1401,695,11,42,72,|,737,1412,0.0
5,1,14,1,9,11,1423,699,45,14,90,TEMP,713,1468,0.0
5,1,14,1,9,12,1482,695,11,42,90,|,737,1493,0.0
5,1,14,1,9,13,1510,700,70,13,77,DENSITY,713,1580,0.0
4,1,14,1,10,0,59,722,1553,30,-1,,752,1612,0.0
5,1,14,1,10,1,59,722,135,22,49,PRODUIT/METER,744,194,0.0
5,1,14,1,10,2,301,745,126,2,26,oe,747,427,0.0
5,1,14,1,10,3,757,747,6,1,0,-,748,763,0.0
5,1,14,1,10,4,1037,748,10,1,0,-,749,1047,0.0
5,1,14,1,10,5,1141,727,96,23,0,MESUREES,750,1237,0.0
5,1,14,1,10,6,1314,727,62,23,31,TO18G,750,1376,0.0
5,1,14,1,10,7,1412,727,69,14,50,|CELSIUS|,741,1481,0.0
5,1,14,1,10,8,1510,728,80,23,87,DENSITE,751,1590,0.0
5,1,14,1,10,9,1599,750,13,2,66,|,752,1612,0.0
4,1,14,1,11,0,45,757,1526,24,-1,,781,1571,0.0
5,1,14,1,11,1,45,761,1,10,94,|,771,46,0.0
5,1,14,1,11,2,129,757,93,18,93,103265,775,222,0.0
5,1,14,1,11,3,237,753,15,33,93,|,786,252,0.0
5,1,14,1,11,4,258,759,49,17,95,NOT,776,307,0.0
5,1,14,1,11,5,326,759,147,18,95,REGULATED,777,473,0.0
5,1,14,1,11,6,492,760,81,17,96,UNDER,777,573,0.0
5,1,14,1,11,7,591,760,49,17,96,TDG,777,640,0.0
5,1,14,1,11,8,960,761,95,18,93,0.9642,779,1055,0.0
5,1,14,1,11,9,1160,761,78,18,96,43998,779,1238,0.0
5,1,14,1,11,10,1310,762,78,18,93,42423,780,1388,0.0
5,1,14,1,11,11,1411,762,60,19,84,|61.7,781,1471,0.0
5,1,14,1,11,12,1487,757,84,24,73,|910.6,781,1571,0.0
4,1,14,1,12,0,127,788,947,22,-1,,810,1074,0.0
5,1,14,1,12,1,127,788,96,18,92,MTR271,806,223,0.0
5,1,14,1,12,2,236,784,14,31,44,|),815,250,0.0
5,1,14,1,12,3,259,790,81,17,96,HEAVY,807,340,0.0
5,1,14,1,12,4,358,790,100,17,93,VACUUM,807,458,0.0
5,1,14,1,12,5,475,789,191,21,48,GASOIL(HVGO),810,666,0.0
5,1,14,1,12,6,957,793,48,16,91,API,809,1005,0.0
5,1,14,1,12,7,1027,791,47,18,88,54B,809,1074,0.0
2,1,15,0,0,0,1487,679,4,324,-1,,1003,1491,0.0
3,1,15,1,0,0,1487,679,4,324,-1,,1003,1491,0.0
4,1,15,1,1,0,1487,679,4,324,-1,,1003,1491,0.0
5,1,15,1,1,1,1487,679,4,324,95, ,1003,1491,0.0
2,1,16,0,0,0,44,985,886,221,-1,,1206,930,0.0
3,1,16,1,0,0,44,985,886,221,-1,,1206,930,0.0
4,1,16,1,1,0,298,985,234,195,-1,,1180,532,0.0
5,1,16,1,1,1,298,985,61,195,57,of,1180,359,0.0
5,1,16,1,1,2,424,989,108,187,11,"A,",1176,532,0.0
4,1,16,1,2,0,44,1151,886,55,-1,,1206,930,0.0
5,1,16,1,2,1,44,1176,1,10,52,|,1186,45,0.0
5,1,16,1,2,2,523,1151,82,55,47,Dont,1206,605,0.0
2,1,17,0,0,0,485,1191,37,21,-1,,1212,522,0.0
3,1,17,1,0,0,372,1191,150,57,-1,,1248,522,0.0
4,1,17,1,1,0,485,1191,37,21,-1,,1212,522,0.0
5,1,17,1,1,1,485,1191,37,21,0,.,1212,522,0.0
2,1,18,0,0,0,1263,707,4,533,-1,,1240,1267,0.0
3,1,18,1,0,0,1263,707,4,533,-1,,1240,1267,0.0
4,1,18,1,1,0,1263,707,4,533,-1,,1240,1267,0.0
5,1,18,1,1,1,1263,707,4,533,95, ,1240,1267,0.0
2,1,19,0,0,0,927,1214,5,314,-1,,1528,932,0.0
3,1,19,1,0,0,927,1214,5,314,-1,,1528,932,0.0
4,1,19,1,1,0,927,1214,5,314,-1,,1528,932,0.0
5,1,19,1,1,1,927,1214,5,314,95, ,1528,932,0.0
2,1,20,0,0,0,258,1463,1127,79,-1,,1542,1385,0.0
3,1,20,1,0,0,258,1463,1127,150,-1,,1613,1385,0.0
4,1,20,1,1,0,290,1463,974,49,-1,,1512,1264,0.0
5,1,20,1,1,1,290,1489,80,18,96,Total,1507,370,0.0
5,1,20,1,1,2,390,1488,96,20,96,Litres,1508,486,0.0
5,1,20,1,1,3,506,1489,32,23,96,by,1512,538,0.0
5,1,20,1,1,4,557,1490,113,18,96,Product,1508,670,0.0
5,1,20,1,1,5,1262,1463,2,41,66,|,1504,1264,0.0
4,1,20,1,2,0,258,1519,1127,23,-1,,1542,1385,0.0
5,1,20,1,2,1,258,1519,94,19,90,103265,1538,352,0.0
5,1,20,1,2,2,456,1521,82,17,96,HEAVY,1538,538,0.0
5,1,20,1,2,3,555,1521,101,18,93,VACUUM,1539,656,0.0
5,1,20,1,2,4,672,1522,96,18,39,GASOTL,1540,768,0.0
5,1,20,1,2,5,779,1521,85,21,39,(HVGO),1542,864,0.0
5,1,20,1,2,6,1157,1523,79,19,96,43998,1542,1236,0.0
5,1,20,1,2,7,1308,1523,77,19,96,42423,1542,1385,3.0
2,1,21,0,0,0,234,675,9,1011,-1,,1686,243,0.0
3,1,21,1,0,0,234,675,9,1011,-1,,1686,243,0.0
4,1,21,1,1,0,234,675,9,1011,-1,,1686,243,0.0
5,1,21,1,1,1,234,675,9,1011,95, ,1686,243,0.0
2,1,22,0,0,0,1107,697,9,993,-1,,1690,1116,0.0
3,1,22,1,0,0,1107,697,9,993,-1,,1690,1116,0.0
4,1,22,1,1,0,1107,697,9,993,-1,,1690,1116,0.0
5,1,22,1,1,1,1107,697,9,993,95, ,1690,1116,0.0
2,1,23,0,0,0,1399,724,9,967,-1,,1691,1408,0.0
3,1,23,1,0,0,1399,724,9,967,-1,,1691,1408,0.0
4,1,23,1,1,0,1399,724,9,967,-1,,1691,1408,0.0
5,1,23,1,1,1,1399,724,9,967,95, ,1691,1408,0.0
2,1,24,0,0,0,56,1697,877,40,-1,,1737,933,0.0
3,1,24,1,0,0,56,1697,873,40,-1,,1737,929,0.0
4,1,24,1,1,0,56,1697,863,21,-1,,1718,919,0.0
5,1,24,1,1,1,56,1697,2,13,45,|,1710,58,0.0
5,1,24,1,1,2,65,1697,49,17,45,hereby,1714,114,0.0
5,1,24,1,1,3,121,1697,52,13,96,declare,1710,173,0.0
5,1,24,1,1,4,179,1698,26,13,95,that,1711,205,0.0
5,1,24,1,1,5,211,1697,21,14,94,the,1711,232,0.0
5,1,24,1,1,6,238,1699,61,13,96,contents,1712,299,0.0
5,1,24,1,1,7,305,1698,13,14,96,of,1712,318,0.0
5,1,24,1,1,8,324,1698,24,14,95,this,1712,348,0.0
5,1,24,1,1,9,354,1699,93,17,96,consignment,1716,447,0.0
5,1,24,1,1,10,453,1703,23,9,96,are,1712,476,0.0
5,1,24,1,1,11,482,1699,28,17,90,fully,1716,510,0.0
5,1,24,1,1,12,516,1699,26,13,96,and,1712,542,0.0
5,1,24,1,1,13,548,1700,75,16,96,accurately,1716,623,0.0
5,1,24,1,1,14,629,1700,70,14,93,described,1714,699,0.0
5,1,24,1,1,15,706,1701,44,13,93,above,1714,750,0.0
5,1,24,1,1,16,756,1700,17,17,96,by,1717,773,0.0
5,1,24,1,1,17,778,1701,22,13,79,Ine,1714,800,0.0
5,1,24,1,1,18,806,1704,47,13,96,proper,1717,853,0.0
5,1,24,1,1,19,858,1701,61,17,95,shipping,1718,919,0.0
4,1,24,1,2,0,56,1717,877,20,-1,,1737,933,0.0
5,1,24,1,2,1,56,1719,44,14,68,"fame,",1733,100,0.0
5,1,24,1,2,2,107,1720,22,10,88,are,1730,129,0.0
5,1,24,1,2,3,135,1717,59,17,94,properly,1734,194,0.0
5,1,24,1,2,4,199,1717,66,14,31,classified,1731,265,0.0
5,1,24,1,2,5,272,1718,25,13,96,and,1731,297,0.0
5,1,24,1,2,6,304,1718,74,17,96,"packaged,",1735,378,0.0
5,1,24,1,2,7,385,1719,35,13,96,have,1732,420,0.0
5,1,24,1,2,8,425,1719,77,17,43,dangerous,1736,502,0.0
5,1,24,1,2,9,508,1719,44,17,95,goods,1736,552,0.0
5,1,24,1,2,10,559,1719,43,17,91,safely,1736,602,0.0
5,1,24,1,2,11,608,1719,43,14,96,marks,1733,651,0.0
5,1,24,1,2,12,658,1719,59,18,94,properly,1737,717,0.0
5,1,24,1,2,13,722,1720,48,14,84,affixed,1734,770,0.0
5,1,24,1,2,14,776,1723,14,11,93,or,1734,790,0.0
5,1,24,1,2,15,796,1720,69,17,83,displayed,1737,865,0.0
5,1,24,1,2,16,871,1723,16,11,96,on,1734,887,0.0
5,1,24,1,2,17,894,1721,39,14,72,them.,1735,933,0.0
2,1,25,0,0,0,581,1686,474,4,-1,,1690,1055,0.0
3,1,25,1,0,0,581,1686,474,4,-1,,1690,1055,0.0
4,1,25,1,1,0,581,1686,474,4,-1,,1690,1055,0.0
5,1,25,1,1,1,581,1686,474,4,95, ,1690,1055,0.0
2,1,26,0,0,0,56,1737,1554,85,-1,,1822,1610,0.0
3,1,26,1,0,0,56,1737,1554,85,-1,,1822,1610,0.0
4,1,26,1,1,0,56,1737,1553,25,-1,,1762,1609,0.0
5,1,26,1,1,1,56,1737,26,13,81,and,1750,82,0.0
5,1,26,1,1,2,88,1740,23,10,94,are,1750,111,0.0
5,1,26,1,1,3,117,1740,10,10,95,in,1750,127,0.0
5,1,26,1,1,4,134,1737,15,13,93,all,1750,149,0.0
5,1,26,1,1,5,155,1738,69,16,95,respects,1754,224,0.0
5,1,26,1,1,6,222,1741,10,9,96,in,1750,232,0.0
5,1,26,1,1,7,239,1741,47,13,96,proper,1754,286,0.0
5,1,26,1,1,8,292,1738,64,13,96,condition,1751,356,0.0
5,1,26,1,1,9,363,1738,18,13,95,for,1751,381,0.0
